activity_or_event,administrative_activity_indicator,administrative_voter_drive_activity_indicator,committee,committee_id,cycle,direct_candidate_support_activity_indicator,disbursement_amount,disbursement_purpose,event_amount_year_to_date,event_purpose_date,exempt_activity_indicator,federal_share,file_number,filing_form,form_line_number,fundraising_activity_indicator,general_voter_drive_activity_indicator,image_number,line_number,link_id,memo_code,memo_text,nonfederal_share,original_sub_id,payee_city,payee_name,payee_state,payee_street_1,payee_street_2,payee_zip,pdf_url,public_comm_indicator,report_type,report_year,schedule_type,schedule_type_full,spender_committee_designation,spender_committee_name,spender_committee_type,sub_id,transaction_id
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,PHONE SERVICE TC HQ,,,N,6.0,,F3X,F3X-21A,N,,93038333609,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333609,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276596,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,FEDERAL ELECTION REPORT DUE 10/15/92,,,N,6.0,,F3X,F3X-21A,N,,93038333609,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333609,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276595,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,WATER SERVICE TO HQ,,,N,6.0,,F3X,F3X-21A,N,,93038333609,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333609,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276594,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,GASOLINE REIMBURSEMENT,,,N,6.0,,F3X,F3X-21A,N,,93038333608,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333608,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276593,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,3RD QUARTER,,,N,6.0,,F3X,F3X-21A,N,,93038333608,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333608,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276592,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,# 941 3RD QUARTER,,,N,6.0,,F3X,F3X-21A,N,,93038333608,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333608,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276591,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333608,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333608,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276590,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333608,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333608,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276589,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,MILEAGE REIMBURSEMENT,,,N,6.0,,F3X,F3X-21A,N,,93038333608,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333608,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276588,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ADVERTISING,,,N,6.0,,F3X,F3X-21A,N,,93038333607,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333607,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276587,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ADVERTISING,,,N,6.0,,F3X,F3X-21A,N,,93038333607,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333607,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276586,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ADVERTISING,,,N,6.0,,F3X,F3X-21A,N,,93038333607,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333607,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276585,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ADVERTISING,,,N,6.0,,F3X,F3X-21A,N,,93038333607,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333607,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276584,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ADVERTISING,,,N,6.0,,F3X,F3X-21A,N,,93038333607,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333607,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276583,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ELECTRICAL SERVICE TO HQ,,,N,6.0,,F3X,F3X-21A,N,,93038333607,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333607,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276582,
,,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'AJO', 'committee_id': 'C00617753', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2018, 'cycles': [2016, 2018, 2020], 'cycles_has_activity': [2016, 2018, 2020], 'cycles_has_financial': [2018], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2016-05-19', 'first_file_date': '2016-05-19', 'is_active': True, 'last_cycle_has_activity': 2020, 'last_cycle_has_financial': 2018, 'last_f1_date': '2018-05-14', 'last_file_date': '2019-04-30', 'name': 'COPPER STATE RURAL', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'AZ', 'state_full': 'Arizona', 'street_1': 'PO BOX 332', 'street_2': None, 'treasurer_name': 'MARIE NAVEAUX', 'zip': '85321'}",C00617753,2018,,0.0,,0.0,,,0.0,1195408.0,F3X,F3X-21A,,,201712260300182929,21A,1122620170036111976,,,0.0,,,N/A,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?201712260300182929,,Q3,2017,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,COPPER STATE RURAL,O,2122820171499662167,
,X,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'PARKERSBURG', 'committee_id': 'C00504050', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2012, 'cycles': [2012, 2014], 'cycles_has_activity': [2012, 2014], 'cycles_has_financial': [2012], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2011-10-17', 'first_file_date': '2011-10-17', 'is_active': True, 'last_cycle_has_activity': 2014, 'last_cycle_has_financial': 2012, 'last_f1_date': '2011-10-17', 'last_file_date': '2013-03-27', 'name': 'IOWA FREEDOM FUND', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'IA', 'state_full': 'Iowa', 'street_1': '301 LINCOLN STREET', 'street_2': None, 'treasurer_name': 'STEVE HOODJER', 'zip': '506652318'}",C00504050,2012,,2.14,BANKING FEES,,,,2.14,842353.0,F3X,F3X-21A,,,12030914432,21A,1101920120010874365,,,,,CLARKSVILLE,IOWA STATE BANK,IA,100 N MAIN,,50619,https://docquery.fec.gov/cgi-bin/fecimg/?12030914432,,Q3,2012,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,IOWA FREEDOM FUND,N,2122620121176965770,
,X,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'PALO ALTO', 'committee_id': 'C00427203', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2012, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2006-08-01', 'first_file_date': '2006-08-01', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-04-18', 'last_file_date': '2024-07-15', 'name': 'PENINSULA DEMOCRATIC COALITION', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1360 EMERSON STREET', 'street_2': None, 'treasurer_name': 'JOSEPH ROLFE', 'zip': '94301'}",C00427203,2012,,134.45,"POSTAGE, PAPER, AND PRINTER CARTRIDGES",134.45,,,67.23,842306.0,F3X,F3X-21A,,,12030930903,21A,1102520120010919012,,,67.2,,PALO ALTO,OFFICE SUPPLY PETTY CASH FUND,CA,1360 EMERSON STREET,,94301,https://docquery.fec.gov/cgi-bin/fecimg/?12030930903,,12G,2012,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,PENINSULA DEMOCRATIC COALITION,N,2122620121176965768,
,X,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'HUNTSVILLE', 'committee_id': 'C00569012', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2018, 'cycles': [2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2014, 2016, 2018, 2020, 2022], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2014-09-30', 'first_file_date': '2014-09-30', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2022, 'last_f1_date': '2017-05-02', 'last_file_date': '2023-01-23', 'name': 'SOUTHERN FUTURES A POLITICAL ACTION COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'AL', 'state_full': 'Alabama', 'street_1': 'POST OFFICE BOX 626', 'street_2': None, 'treasurer_name': 'BENJAMIN FARMER', 'zip': '35804'}",C00569012,2018,,0.0,BUSINESS CARD PRINTING,63.27,,,0.0,1296762.0,F3X,F3X-21A,,,201812030300249282,21A,1120320180037421120,,UPDATE CARDS,0.0,,NASHVILLE,PRO-GRAPHIC PRINTING,TN,1811 CHURCH STREET,,37203,https://docquery.fec.gov/cgi-bin/fecimg/?201812030300249282,,30G,2018,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,SOUTHERN FUTURES A POLITICAL ACTION COMMITTEE,N,2121920181622560841,
