amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,beneficiary_committee_name,candidate_office,candidate_office_district,committee,committee_id,disbursement_amount,disbursement_date,disbursement_description,disbursement_type,entity_type,file_number,filing,image_number,line_number,load_timestamp,memo_code,memo_text,pdf_url,recipient_city,recipient_name,recipient_prefix,recipient_state,recipient_suffix,recipient_zip,related_line_number,report_type,semi_annual_bundled_refund,transaction_id
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'ALEXANDRIA', 'committee_id': 'C00867291', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'T', 'first_f1_date': '2024-01-26', 'first_file_date': '2024-01-26', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-26', 'last_file_date': '2024-09-10', 'name': 'ARIZONANS FOR A SECURE AMERICA', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'VA', 'state_full': 'Virginia', 'street_1': 'PO BOX 26141', 'street_2': None, 'treasurer_name': 'MARSTON, CHRIS', 'zip': '22313'}",C00867291,1500.0,2024-09-05,Website Design,,ORG,1814791,"{'amended_by': None, 'amendment_chain': [1814791], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675403983', 'committee_id': 'C00867291', 'committee_name': 'ARIZONANS FOR A SECURE AMERICA', 'coverage_end_date': '2024-09-10', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/791/1814791.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675403992', 'fec_file_id': 'FEC-1814791', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814791.fec', 'file_number': 1814791, 'filed_date': '2024-09-10', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00867291/1814791/', 'is_amended': False, 'load_timestamp': '2024-09-10T19:13:22', 'most_recent': True, 'most_recent_filing': 1814791, 'pdf_url': 'https://docquery.fec.gov/pdf/983/202409109675403983/202409109675403983.pdf', 'receipt_date': '2024-09-10T19:13:18'}",202409109675403991,21B,2024-09-10T19:13:22,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675403991,Phoenix,Grassroots Partners,,AZ,,85016,7,F3XT,,SB21B.4119
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4GA02102'], 'city': 'BUTLER', 'committee_id': 'C00842682', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-06-11', 'first_file_date': '2023-06-11', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-06-11', 'last_file_date': '2024-09-11', 'name': 'CHUCK HAND FOR GEORGIA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'state_full': 'Georgia', 'street_1': '382 ROBINSON ROAD', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '31006'}",C00842682,4.2,2024-09-05,CREDIT CARD PROCESSING FEES,,ORG,1814875,"{'amended_by': None, 'amendment_chain': [1814875], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675417587', 'committee_id': 'C00842682', 'committee_name': 'CHUCK HAND FOR GEORGIA', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/875/1814875.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675417605', 'fec_file_id': 'FEC-1814875', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814875.fec', 'file_number': 1814875, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00842682/1814875/', 'is_amended': False, 'load_timestamp': '2024-09-11T12:30:32', 'most_recent': True, 'most_recent_filing': 1814875, 'pdf_url': 'https://docquery.fec.gov/pdf/587/202409119675417587/202409119675417587.pdf', 'receipt_date': '2024-09-11T12:30:28'}",202409119675417604,17,2024-09-11T12:30:32,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675417604,ARLINGTON,WINRED TECHNICAL SERVICES,,VA,,222092517,38,F3T,,B95772CEF9C6D4D088B2
A,SB17,B95772CEF9C6D4D088B2,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4GA02102'], 'city': 'BUTLER', 'committee_id': 'C00842682', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-06-11', 'first_file_date': '2023-06-11', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-06-11', 'last_file_date': '2024-09-11', 'name': 'CHUCK HAND FOR GEORGIA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'state_full': 'Georgia', 'street_1': '382 ROBINSON ROAD', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '31006'}",C00842682,0.5,2024-09-05,DIGITAL CONSULTING,,ORG,1814875,"{'amended_by': None, 'amendment_chain': [1814875], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675417587', 'committee_id': 'C00842682', 'committee_name': 'CHUCK HAND FOR GEORGIA', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/875/1814875.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675417605', 'fec_file_id': 'FEC-1814875', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814875.fec', 'file_number': 1814875, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00842682/1814875/', 'is_amended': False, 'load_timestamp': '2024-09-11T12:30:32', 'most_recent': True, 'most_recent_filing': 1814875, 'pdf_url': 'https://docquery.fec.gov/pdf/587/202409119675417587/202409119675417587.pdf', 'receipt_date': '2024-09-11T12:30:28'}",202409119675417604,17,2024-09-11T12:30:32,X,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675417604,ALEXANDRIA,OLYMPIC MEDIA,,VA,,223011089,39,F3T,,B72E436436AB84B43AB3
A,SB17,B95772CEF9C6D4D088B2,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4GA02102'], 'city': 'BUTLER', 'committee_id': 'C00842682', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-06-11', 'first_file_date': '2023-06-11', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-06-11', 'last_file_date': '2024-09-11', 'name': 'CHUCK HAND FOR GEORGIA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'state_full': 'Georgia', 'street_1': '382 ROBINSON ROAD', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '31006'}",C00842682,0.2,2024-09-05,CREDIT CARD FEES,,ORG,1814875,"{'amended_by': None, 'amendment_chain': [1814875], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675417587', 'committee_id': 'C00842682', 'committee_name': 'CHUCK HAND FOR GEORGIA', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/875/1814875.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675417605', 'fec_file_id': 'FEC-1814875', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814875.fec', 'file_number': 1814875, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00842682/1814875/', 'is_amended': False, 'load_timestamp': '2024-09-11T12:30:32', 'most_recent': True, 'most_recent_filing': 1814875, 'pdf_url': 'https://docquery.fec.gov/pdf/587/202409119675417587/202409119675417587.pdf', 'receipt_date': '2024-09-11T12:30:28'}",202409119675417605,17,2024-09-11T12:30:32,X,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675417605,ARLINGTON,WINRED TECHNICAL SERVICES,,VA,,222092517,40,F3T,,BD9531D5851954ED0B6C
A,,,,,,"{'affiliated_committee_name': 'BATTLEGROUND WOMEN OF WA', 'candidate_ids': ['H8WA03198'], 'city': 'VANCOUVER', 'committee_id': 'C00660472', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2017-11-13', 'first_file_date': '2017-11-13', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2021-04-21', 'last_file_date': '2024-09-11', 'name': 'ELECT CAROLYN LONG', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': 'PO BOX  821288', 'street_2': None, 'treasurer_name': 'PETTERSON, JAY', 'zip': '98682'}",C00660472,326.1,2024-09-05,Software Rental,,ORG,1814348,"{'amended_by': None, 'amendment_chain': [1814348], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409069675373745', 'committee_id': 'C00660472', 'committee_name': 'ELECT CAROLYN LONG', 'coverage_end_date': '2024-09-06', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/348/1814348.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409069675373751', 'fec_file_id': 'FEC-1814348', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814348.fec', 'file_number': 1814348, 'filed_date': '2024-09-06', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00660472/1814348/', 'is_amended': False, 'load_timestamp': '2024-09-06T19:58:22', 'most_recent': True, 'most_recent_filing': 1814348, 'pdf_url': 'https://docquery.fec.gov/pdf/745/202409069675373745/202409069675373745.pdf', 'receipt_date': '2024-09-06T19:58:15'}",202409069675373749,17,2024-09-06T19:58:26,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409069675373749,Pittsburgh,"NGP Van, Inc",,PA,,152519264,4,F3T,,500733309
A,,,,,,"{'affiliated_committee_name': 'BATTLEGROUND WOMEN OF WA', 'candidate_ids': ['H8WA03198'], 'city': 'VANCOUVER', 'committee_id': 'C00660472', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2017-11-13', 'first_file_date': '2017-11-13', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2021-04-21', 'last_file_date': '2024-09-11', 'name': 'ELECT CAROLYN LONG', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': 'PO BOX  821288', 'street_2': None, 'treasurer_name': 'PETTERSON, JAY', 'zip': '98682'}",C00660472,1426.86,2024-09-05,Non-Federal Contribution,,COM,1814348,"{'amended_by': None, 'amendment_chain': [1814348], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409069675373745', 'committee_id': 'C00660472', 'committee_name': 'ELECT CAROLYN LONG', 'coverage_end_date': '2024-09-06', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/348/1814348.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409069675373751', 'fec_file_id': 'FEC-1814348', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814348.fec', 'file_number': 1814348, 'filed_date': '2024-09-06', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00660472/1814348/', 'is_amended': False, 'load_timestamp': '2024-09-06T19:58:22', 'most_recent': True, 'most_recent_filing': 1814348, 'pdf_url': 'https://docquery.fec.gov/pdf/745/202409069675373745/202409069675373745.pdf', 'receipt_date': '2024-09-06T19:58:15'}",202409069675373751,21,2024-09-06T19:58:27,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409069675373751,Vancouver,18Th Legislative District Democrats,,WA,,986862699,6,F3T,,500733311
A,,,,,,"{'affiliated_committee_name': 'BATTLEGROUND WOMEN OF WA', 'candidate_ids': ['H8WA03198'], 'city': 'VANCOUVER', 'committee_id': 'C00660472', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2017-11-13', 'first_file_date': '2017-11-13', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2021-04-21', 'last_file_date': '2024-09-11', 'name': 'ELECT CAROLYN LONG', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': 'PO BOX  821288', 'street_2': None, 'treasurer_name': 'PETTERSON, JAY', 'zip': '98682'}",C00660472,1200.0,2024-09-05,Non-Federal Contribution,,ORG,1814348,"{'amended_by': None, 'amendment_chain': [1814348], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409069675373745', 'committee_id': 'C00660472', 'committee_name': 'ELECT CAROLYN LONG', 'coverage_end_date': '2024-09-06', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/348/1814348.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409069675373751', 'fec_file_id': 'FEC-1814348', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814348.fec', 'file_number': 1814348, 'filed_date': '2024-09-06', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00660472/1814348/', 'is_amended': False, 'load_timestamp': '2024-09-06T19:58:22', 'most_recent': True, 'most_recent_filing': 1814348, 'pdf_url': 'https://docquery.fec.gov/pdf/745/202409069675373745/202409069675373745.pdf', 'receipt_date': '2024-09-06T19:58:15'}",202409069675373751,21,2024-09-06T19:58:27,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409069675373751,Vancouver,Elect Deken Letinich,,WA,,986820059,7,F3T,,500733310
A,,,Colby Jenkins For Congress,H,02,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'HUDSON', 'committee_id': 'C00879098', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'J', 'designation_full': 'Joint fundraising committee', 'filing_frequency': 'Q', 'first_f1_date': '2024-05-16', 'first_file_date': '2024-05-16', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-16', 'last_file_date': '2024-09-05', 'name': 'COLBY JENKINS VICTORY FUND', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'WI', 'state_full': 'Wisconsin', 'street_1': '502 6TH STREET', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '54016'}",C00879098,71.4,2024-09-05,Transfer to Authorized Committee,,CCM,1814051,"{'amended_by': None, 'amendment_chain': [1814051], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409059675355447', 'committee_id': 'C00879098', 'committee_name': 'COLBY JENKINS VICTORY FUND', 'coverage_end_date': '2024-09-05', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/051/1814051.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409059675355468', 'fec_file_id': 'FEC-1814051', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814051.fec', 'file_number': 1814051, 'filed_date': '2024-09-05', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00879098/1814051/', 'is_amended': False, 'load_timestamp': '2024-09-05T13:13:18', 'most_recent': True, 'most_recent_filing': 1814051, 'pdf_url': 'https://docquery.fec.gov/pdf/447/202409059675355447/202409059675355447.pdf', 'receipt_date': '2024-09-05T13:13:11'}",202409059675355466,22,2024-09-05T13:13:25,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409059675355466,St George,Colby Jenkins For Congress,,UT,,847707799,44,F3XT,,B885091F9944F43318F5
A,,,Yes to Yesli Pac,,,"{'affiliated_committee_name': 'VEGA', 'candidate_ids': [], 'city': 'HUDSON', 'committee_id': 'C00820480', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2024, 'cycles': [2022, 2024], 'cycles_has_activity': [2022, 2024], 'cycles_has_financial': [2022, 2024], 'designation': 'D', 'designation_full': 'Leadership PAC', 'filing_frequency': 'T', 'first_f1_date': '2022-07-13', 'first_file_date': '2022-07-13', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-12-05', 'last_file_date': '2024-09-10', 'name': 'YES TO YESLI PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'WI', 'state_full': 'Wisconsin', 'street_1': 'PO BOX 183', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '54016'}",C00820480,350.0,2024-09-05,Compliance Consulting,,ORG,1814055,"{'amended_by': None, 'amendment_chain': [1814055], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409059675355484', 'committee_id': 'C00820480', 'committee_name': 'YES TO YESLI PAC', 'coverage_end_date': '2024-09-05', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/055/1814055.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409059675355490', 'fec_file_id': 'FEC-1814055', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814055.fec', 'file_number': 1814055, 'filed_date': '2024-09-05', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00820480/1814055/', 'is_amended': False, 'load_timestamp': '2024-09-05T13:34:20', 'most_recent': True, 'most_recent_filing': 1814055, 'pdf_url': 'https://docquery.fec.gov/pdf/484/202409059675355484/202409059675355484.pdf', 'receipt_date': '2024-09-05T13:34:15'}",202409059675355489,21B,2024-09-05T13:34:24,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409059675355489,Kansas City,"AxCapital, LLC",,MO,,64112,4,F3XT,,SB21B.4347
A,,,Yes to Yesli Pac,,,"{'affiliated_committee_name': 'VEGA', 'candidate_ids': [], 'city': 'HUDSON', 'committee_id': 'C00820480', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2024, 'cycles': [2022, 2024], 'cycles_has_activity': [2022, 2024], 'cycles_has_financial': [2022, 2024], 'designation': 'D', 'designation_full': 'Leadership PAC', 'filing_frequency': 'T', 'first_f1_date': '2022-07-13', 'first_file_date': '2022-07-13', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-12-05', 'last_file_date': '2024-09-10', 'name': 'YES TO YESLI PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'WI', 'state_full': 'Wisconsin', 'street_1': 'PO BOX 183', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '54016'}",C00820480,42.93,2024-09-05,Compliance Consulting,,ORG,1814055,"{'amended_by': None, 'amendment_chain': [1814055], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409059675355484', 'committee_id': 'C00820480', 'committee_name': 'YES TO YESLI PAC', 'coverage_end_date': '2024-09-05', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/055/1814055.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409059675355490', 'fec_file_id': 'FEC-1814055', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814055.fec', 'file_number': 1814055, 'filed_date': '2024-09-05', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00820480/1814055/', 'is_amended': False, 'load_timestamp': '2024-09-05T13:34:20', 'most_recent': True, 'most_recent_filing': 1814055, 'pdf_url': 'https://docquery.fec.gov/pdf/484/202409059675355484/202409059675355484.pdf', 'receipt_date': '2024-09-05T13:34:15'}",202409059675355490,21B,2024-09-05T13:34:24,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409059675355490,Kansas City,"AxCapital, LLC",,MO,,64112,5,F3XT,,SB21B.4348
